"ID","Money","Jobs","Schools","Party","Woman","WomanStrong","vote.choice","client.choice","water.choice","school.choice","Wealth","PolPart","Vignette2","played.game"
"uuid:580b6098-6c2f-48c3-b8a9-8968ac1a6137",FALSE,FALSE,FALSE,"my-party",FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,-0.817491878809256,1.0646995823486,"More","Yes"
"uuid:580b6098-6c2f-48c3-b8a9-8968ac1a6137",FALSE,FALSE,FALSE,"rival-party",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,-0.817491878809256,1.0646995823486,"More","Yes"
"uuid:a01cc495-f911-4d23-938a-19c615307b50",TRUE,FALSE,FALSE,"my-party",FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,-1.18762421275281,0.613881139356931,"Less","No"
"uuid:a01cc495-f911-4d23-938a-19c615307b50",FALSE,FALSE,FALSE,"my-party",TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,-1.18762421275281,0.613881139356931,"Less","No"
"uuid:a01cc495-f911-4d23-938a-19c615307b50",TRUE,FALSE,TRUE,"rival-party",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,-1.18762421275281,0.613881139356931,"Less","No"
"uuid:e5f7ba88-c0c4-4b02-8d7d-d83b9bf97703",FALSE,TRUE,TRUE,"my-party",FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,-0.751939627273827,-0.187524502384427,"More","Yes"
"uuid:e5f7ba88-c0c4-4b02-8d7d-d83b9bf97703",FALSE,FALSE,TRUE,"rival-party",FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,-0.751939627273827,-0.187524502384427,"More","Yes"
"uuid:e5f7ba88-c0c4-4b02-8d7d-d83b9bf97703",TRUE,FALSE,FALSE,"rival-party",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,-0.751939627273827,-0.187524502384427,"More","Yes"
"uuid:6e8dc34e-5921-4b9d-9465-a4d9335bb883",FALSE,FALSE,FALSE,"rival-party",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,-0.846851947804721,1.07190737503678,"Less","Yes"
"uuid:6e8dc34e-5921-4b9d-9465-a4d9335bb883",FALSE,FALSE,TRUE,"my-party",TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,-0.846851947804721,1.07190737503678,"Less","Yes"
"uuid:6e8dc34e-5921-4b9d-9465-a4d9335bb883",FALSE,FALSE,TRUE,"rival-party",TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,-0.846851947804721,1.07190737503678,"Less","Yes"
"uuid:d37eabf1-1b61-48cf-9a62-8d9ec6cb365d",FALSE,TRUE,FALSE,"rival-party",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,-0.820761866855377,-0.540139579345237,"More","Yes"
"uuid:d37eabf1-1b61-48cf-9a62-8d9ec6cb365d",TRUE,FALSE,TRUE,"my-party",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,-0.820761866855377,-0.540139579345237,"More","Yes"
"uuid:d37eabf1-1b61-48cf-9a62-8d9ec6cb365d",TRUE,FALSE,TRUE,"rival-party",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,-0.820761866855377,-0.540139579345237,"More","Yes"
"uuid:bcbc57f0-7e1c-4652-b0b8-a58b8e3c9419",FALSE,FALSE,TRUE,"my-party",TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,-1.3253030920828,-0.681228478604568,"More","Yes"
"uuid:bcbc57f0-7e1c-4652-b0b8-a58b8e3c9419",TRUE,FALSE,TRUE,"my-party",FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,-1.3253030920828,-0.681228478604568,"More","Yes"
"uuid:f3f753bb-23f6-4700-acaa-ef66aa4c33da",FALSE,TRUE,FALSE,"rival-party",FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,-0.562214054660125,0.746700753838931,"Less","Yes"
"uuid:f3f753bb-23f6-4700-acaa-ef66aa4c33da",FALSE,TRUE,FALSE,"my-party",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,-0.562214054660125,0.746700753838931,"Less","Yes"
"uuid:f3f753bb-23f6-4700-acaa-ef66aa4c33da",FALSE,TRUE,FALSE,"my-party",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,-0.562214054660125,0.746700753838931,"Less","Yes"
"uuid:c6e78f95-84fa-4db9-9afe-6fd6e4a3c9c7",FALSE,FALSE,TRUE,"rival-party",FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,-1.55717566718033,0.560300224661449,"More","Yes"
"uuid:c6e78f95-84fa-4db9-9afe-6fd6e4a3c9c7",FALSE,TRUE,FALSE,"rival-party",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,-1.55717566718033,0.560300224661449,"More","Yes"
"uuid:c6e78f95-84fa-4db9-9afe-6fd6e4a3c9c7",FALSE,TRUE,FALSE,"my-party",FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,-1.55717566718033,0.560300224661449,"More","Yes"
"uuid:2453211d-6620-45ce-9263-90dd5ca4599b",FALSE,FALSE,TRUE,"rival-party",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,-1.69794106732573,0.142012190219171,"Less","Yes"
"uuid:2453211d-6620-45ce-9263-90dd5ca4599b",FALSE,TRUE,TRUE,"my-party",TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,-1.69794106732573,0.142012190219171,"Less","Yes"
"uuid:2453211d-6620-45ce-9263-90dd5ca4599b",TRUE,FALSE,FALSE,"my-party",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,-1.69794106732573,0.142012190219171,"Less","Yes"
"uuid:93709cd8-6bbd-4051-9886-f10427d14906",TRUE,FALSE,FALSE,"rival-party",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,-1.6487027257573,-0.0829803369064997,"Less","Yes"
"uuid:93709cd8-6bbd-4051-9886-f10427d14906",TRUE,FALSE,FALSE,"rival-party",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,-1.6487027257573,-0.0829803369064997,"Less","Yes"
"uuid:93709cd8-6bbd-4051-9886-f10427d14906",FALSE,TRUE,FALSE,"rival-party",FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,-1.6487027257573,-0.0829803369064997,"Less","Yes"
"uuid:e149a39e-35fe-4713-8046-2b0f5623b6e7",TRUE,FALSE,FALSE,"rival-party",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,-1.45487296611919,0.243532376481746,"More","Yes"
"uuid:e149a39e-35fe-4713-8046-2b0f5623b6e7",FALSE,TRUE,FALSE,"my-party",TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,-1.45487296611919,0.243532376481746,"More","Yes"
"uuid:e149a39e-35fe-4713-8046-2b0f5623b6e7",TRUE,FALSE,TRUE,"my-party",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,-1.45487296611919,0.243532376481746,"More","Yes"
"uuid:98837ac4-aeee-4711-b9e7-5a8b64ce809d",TRUE,FALSE,FALSE,"my-party",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,-1.42726693806119,-0.535390279409594,"More","Yes"
"uuid:98837ac4-aeee-4711-b9e7-5a8b64ce809d",FALSE,FALSE,FALSE,"my-party",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,-1.42726693806119,-0.535390279409594,"More","Yes"
"uuid:48177832-86e3-46e7-8aa0-595a9595737f",FALSE,FALSE,FALSE,"rival-party",FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,-1.43146363366687,0.823720151692588,"More","Yes"
"uuid:48177832-86e3-46e7-8aa0-595a9595737f",FALSE,TRUE,TRUE,"rival-party",FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,-1.43146363366687,0.823720151692588,"More","Yes"
"uuid:48177832-86e3-46e7-8aa0-595a9595737f",FALSE,TRUE,FALSE,"rival-party",FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,-1.43146363366687,0.823720151692588,"More","Yes"
"uuid:0880f4e1-c478-4422-9946-c17abfd00823",FALSE,FALSE,FALSE,"rival-party",FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,-1.30277299024667,-1.54422411811115,"Less","Yes"
"uuid:0880f4e1-c478-4422-9946-c17abfd00823",FALSE,TRUE,FALSE,"my-party",TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,-1.30277299024667,-1.54422411811115,"Less","Yes"
"uuid:0880f4e1-c478-4422-9946-c17abfd00823",FALSE,TRUE,FALSE,"rival-party",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,-1.30277299024667,-1.54422411811115,"Less","Yes"
"uuid:9b2f4cc8-ade2-45d7-ab77-3ba0ee9ac278",FALSE,TRUE,TRUE,"my-party",FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,-0.80939897729087,0.12271316262518,"More","Yes"
"uuid:9b2f4cc8-ade2-45d7-ab77-3ba0ee9ac278",FALSE,FALSE,FALSE,"my-party",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.80939897729087,0.12271316262518,"More","Yes"
"uuid:fb977aea-d895-4567-bf46-d9f8fe3afb08",FALSE,TRUE,FALSE,"my-party",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,-1.32144916438807,-0.0450232206175621,"More","No"
"uuid:fb977aea-d895-4567-bf46-d9f8fe3afb08",TRUE,FALSE,TRUE,"my-party",TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,-1.32144916438807,-0.0450232206175621,"More","No"
"uuid:fb977aea-d895-4567-bf46-d9f8fe3afb08",FALSE,FALSE,FALSE,"my-party",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,-1.32144916438807,-0.0450232206175621,"More","No"
"uuid:6b01cdf8-96a8-4e11-b878-594475698608",FALSE,TRUE,TRUE,"my-party",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,-1.33097446204276,-1.63502950610235,"Less","Yes"
"uuid:6b01cdf8-96a8-4e11-b878-594475698608",FALSE,TRUE,FALSE,"my-party",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,-1.33097446204276,-1.63502950610235,"Less","Yes"
"uuid:6b01cdf8-96a8-4e11-b878-594475698608",TRUE,FALSE,TRUE,"my-party",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,-1.33097446204276,-1.63502950610235,"Less","Yes"
"uuid:6726b465-3889-496c-bbbd-7067bb3473b3",FALSE,TRUE,FALSE,"my-party",TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,-0.909521650971636,-1.3468582352097,"Less","Yes"
"uuid:6726b465-3889-496c-bbbd-7067bb3473b3",FALSE,TRUE,TRUE,"my-party",FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,-0.909521650971636,-1.3468582352097,"Less","Yes"
"uuid:a73ac434-921e-497f-ae59-3fc65ce27b59",TRUE,FALSE,TRUE,"rival-party",TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,-0.835505572325841,-0.558253882525032,"Less","Yes"
"uuid:a73ac434-921e-497f-ae59-3fc65ce27b59",TRUE,FALSE,TRUE,"rival-party",TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,-0.835505572325841,-0.558253882525032,"Less","Yes"
"uuid:a73ac434-921e-497f-ae59-3fc65ce27b59",FALSE,TRUE,FALSE,"my-party",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,-0.835505572325841,-0.558253882525032,"Less","Yes"
"uuid:0d66268a-7571-413e-b595-f2ffcd496a9f",FALSE,FALSE,FALSE,"my-party",FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,-0.463800936552461,0.729736406198593,"Less","No"
"uuid:0d66268a-7571-413e-b595-f2ffcd496a9f",FALSE,TRUE,TRUE,"my-party",TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,-0.463800936552461,0.729736406198593,"Less","No"
"uuid:0d66268a-7571-413e-b595-f2ffcd496a9f",TRUE,FALSE,FALSE,"rival-party",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,-0.463800936552461,0.729736406198593,"Less","No"
"uuid:289326a8-29e1-4c74-b428-6f1933edeca0",TRUE,FALSE,FALSE,"my-party",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,-0.706396648996575,1.22478482592032,"Less","Yes"
"uuid:289326a8-29e1-4c74-b428-6f1933edeca0",FALSE,FALSE,FALSE,"rival-party",TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,-0.706396648996575,1.22478482592032,"Less","Yes"
"uuid:289326a8-29e1-4c74-b428-6f1933edeca0",FALSE,TRUE,TRUE,"rival-party",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,-0.706396648996575,1.22478482592032,"Less","Yes"
"uuid:3aa6fdea-5ee5-40a6-9e69-a612ab7a68c2",FALSE,FALSE,TRUE,"my-party",FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,0.725633604140101,1.24798828603855,"Less","Yes"
"uuid:7eb21116-4480-4912-8de3-21fa6808095e",FALSE,TRUE,TRUE,"my-party",FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,-0.212253412446757,-0.443313541099589,"Less","Yes"
"uuid:7eb21116-4480-4912-8de3-21fa6808095e",FALSE,FALSE,FALSE,"rival-party",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,-0.212253412446757,-0.443313541099589,"Less","Yes"
"uuid:7eb21116-4480-4912-8de3-21fa6808095e",FALSE,FALSE,FALSE,"my-party",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,-0.212253412446757,-0.443313541099589,"Less","Yes"
"uuid:459d57d8-a088-41b8-8dae-947b0e4fdc8b",FALSE,FALSE,FALSE,"my-party",TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,-0.224188823134226,-1.4045562044099,"Less","Yes"
"uuid:459d57d8-a088-41b8-8dae-947b0e4fdc8b",FALSE,FALSE,TRUE,"rival-party",TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,-0.224188823134226,-1.4045562044099,"Less","Yes"
"uuid:459d57d8-a088-41b8-8dae-947b0e4fdc8b",FALSE,FALSE,FALSE,"rival-party",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-0.224188823134226,-1.4045562044099,"Less","Yes"
"uuid:c8992a6a-bffc-4d93-80ca-6c85075c1797",FALSE,TRUE,TRUE,"rival-party",FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,-0.530835795215201,1.68430259548849,"More","Yes"
"uuid:c8992a6a-bffc-4d93-80ca-6c85075c1797",FALSE,FALSE,FALSE,"rival-party",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,-0.530835795215201,1.68430259548849,"More","Yes"
"uuid:c8992a6a-bffc-4d93-80ca-6c85075c1797",TRUE,FALSE,FALSE,"my-party",TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,-0.530835795215201,1.68430259548849,"More","Yes"
"uuid:0c6b259e-d44b-443d-bae5-e687dce69860",FALSE,FALSE,TRUE,"my-party",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,-0.642184562609531,1.75397814315738,"More","Yes"
"uuid:0c6b259e-d44b-443d-bae5-e687dce69860",FALSE,TRUE,TRUE,"my-party",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,-0.642184562609531,1.75397814315738,"More","Yes"
"uuid:0c6b259e-d44b-443d-bae5-e687dce69860",FALSE,FALSE,FALSE,"rival-party",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,-0.642184562609531,1.75397814315738,"More","Yes"
"uuid:b2b78037-3881-4568-a7c0-5c2b6d822752",FALSE,TRUE,TRUE,"my-party",TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,-0.280683853984842,1.70239483509946,"More","Yes"
"uuid:b2b78037-3881-4568-a7c0-5c2b6d822752",TRUE,FALSE,FALSE,"rival-party",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,-0.280683853984842,1.70239483509946,"More","Yes"
"uuid:b2b78037-3881-4568-a7c0-5c2b6d822752",FALSE,TRUE,TRUE,"my-party",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,-0.280683853984842,1.70239483509946,"More","Yes"
"uuid:913612f8-30f7-4d24-bf8b-902383591d4b",TRUE,FALSE,TRUE,"rival-party",TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,-0.616502322281592,-0.725569690792573,"Less","No"
"uuid:913612f8-30f7-4d24-bf8b-902383591d4b",FALSE,TRUE,TRUE,"my-party",TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,-0.616502322281592,-0.725569690792573,"Less","No"
"uuid:7d865845-2dbf-4558-aa2c-08c4cd3dd7f4",FALSE,FALSE,FALSE,"rival-party",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,-0.174011102422863,-0.729261050006779,"More","Yes"
"uuid:7d865845-2dbf-4558-aa2c-08c4cd3dd7f4",TRUE,FALSE,FALSE,"rival-party",TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,-0.174011102422863,-0.729261050006779,"More","Yes"
"uuid:7d865845-2dbf-4558-aa2c-08c4cd3dd7f4",TRUE,FALSE,FALSE,"my-party",FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,-0.174011102422863,-0.729261050006779,"More","Yes"
"uuid:123eb785-18b4-4bb2-ae37-1261466f883c",FALSE,FALSE,FALSE,"my-party",TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,-0.890498389991631,1.0330304850004,"Less","Yes"
"uuid:123eb785-18b4-4bb2-ae37-1261466f883c",FALSE,FALSE,TRUE,"rival-party",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,-0.890498389991631,1.0330304850004,"Less","Yes"
"uuid:123eb785-18b4-4bb2-ae37-1261466f883c",FALSE,FALSE,TRUE,"rival-party",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,-0.890498389991631,1.0330304850004,"Less","Yes"
"uuid:c157e95a-6bb6-4af0-97a3-b0d537844350",FALSE,FALSE,FALSE,"my-party",FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,-0.103227060812712,0.990878462727313,"Less","Yes"
"uuid:c157e95a-6bb6-4af0-97a3-b0d537844350",TRUE,FALSE,TRUE,"my-party",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,-0.103227060812712,0.990878462727313,"Less","Yes"
"uuid:c157e95a-6bb6-4af0-97a3-b0d537844350",FALSE,TRUE,FALSE,"rival-party",FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,-0.103227060812712,0.990878462727313,"Less","Yes"
"uuid:9b88142e-6863-4dc4-a410-231f8cfb93cb",FALSE,FALSE,TRUE,"rival-party",FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,-0.531886544461166,1.05720274929447,"Less","Yes"
"uuid:9b88142e-6863-4dc4-a410-231f8cfb93cb",FALSE,FALSE,FALSE,"rival-party",FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,-0.531886544461166,1.05720274929447,"Less","Yes"
"uuid:9b88142e-6863-4dc4-a410-231f8cfb93cb",TRUE,FALSE,TRUE,"my-party",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,-0.531886544461166,1.05720274929447,"Less","Yes"
"uuid:f3412d38-a116-409b-8dd7-6b0de5f6834c",FALSE,FALSE,TRUE,"my-party",TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,-0.48100700630378,0.710497526205877,"Less","Yes"
"uuid:f3412d38-a116-409b-8dd7-6b0de5f6834c",FALSE,TRUE,TRUE,"my-party",TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,-0.48100700630378,0.710497526205877,"Less","Yes"
"uuid:f3412d38-a116-409b-8dd7-6b0de5f6834c",FALSE,TRUE,FALSE,"rival-party",FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,-0.48100700630378,0.710497526205877,"Less","Yes"
"uuid:c1dde701-31d7-421f-b21a-67a6c57b7c8f",FALSE,FALSE,FALSE,"rival-party",FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,-0.397958826522809,1.85738726608068,"Less","Yes"
"uuid:c1dde701-31d7-421f-b21a-67a6c57b7c8f",FALSE,FALSE,FALSE,"my-party",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,-0.397958826522809,1.85738726608068,"Less","Yes"
"uuid:c1dde701-31d7-421f-b21a-67a6c57b7c8f",TRUE,FALSE,TRUE,"rival-party",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,-0.397958826522809,1.85738726608068,"Less","Yes"
"uuid:6d62fd92-60af-45bf-b3d0-fae646a3fb81",FALSE,TRUE,FALSE,"my-party",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,-0.456107037587514,-0.577073539193761,"Less","Yes"
"uuid:6d62fd92-60af-45bf-b3d0-fae646a3fb81",FALSE,TRUE,FALSE,"my-party",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,-0.456107037587514,-0.577073539193761,"Less","Yes"
"uuid:6d62fd92-60af-45bf-b3d0-fae646a3fb81",FALSE,FALSE,FALSE,"rival-party",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,-0.456107037587514,-0.577073539193761,"Less","Yes"
"uuid:1dd7ba95-4c35-445e-a065-626b57f1d6c9",FALSE,TRUE,FALSE,"rival-party",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.100490037164534,0.216627889195136,"More","Yes"
"uuid:1dd7ba95-4c35-445e-a065-626b57f1d6c9",FALSE,FALSE,FALSE,"rival-party",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,-0.100490037164534,0.216627889195136,"More","Yes"
"uuid:44d3849d-eb95-42bc-88ba-f518cf9abc1a",FALSE,TRUE,FALSE,"rival-party",FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,-0.429172917413386,0.445772011311048,"Less","Yes"
"uuid:44d3849d-eb95-42bc-88ba-f518cf9abc1a",TRUE,FALSE,TRUE,"my-party",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,-0.429172917413386,0.445772011311048,"Less","Yes"
"uuid:44d3849d-eb95-42bc-88ba-f518cf9abc1a",TRUE,FALSE,FALSE,"rival-party",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,-0.429172917413386,0.445772011311048,"Less","Yes"
"uuid:a94e71ef-ce72-48d3-848a-c854ff5bb64e",FALSE,FALSE,TRUE,"rival-party",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,-0.235259358828826,-0.399848481298668,"More","Yes"
"uuid:a94e71ef-ce72-48d3-848a-c854ff5bb64e",FALSE,FALSE,FALSE,"my-party",FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,-0.235259358828826,-0.399848481298668,"More","Yes"
"uuid:a94e71ef-ce72-48d3-848a-c854ff5bb64e",FALSE,FALSE,TRUE,"my-party",FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,-0.235259358828826,-0.399848481298668,"More","Yes"
"uuid:ccf8413c-5c68-4fdb-897e-7e80c4f7bc38",TRUE,FALSE,FALSE,"rival-party",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,-0.328681755739871,0.696601920466761,"More","Yes"
"uuid:ccf8413c-5c68-4fdb-897e-7e80c4f7bc38",TRUE,FALSE,TRUE,"rival-party",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,-0.328681755739871,0.696601920466761,"More","Yes"
"uuid:ccf8413c-5c68-4fdb-897e-7e80c4f7bc38",TRUE,FALSE,FALSE,"rival-party",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,-0.328681755739871,0.696601920466761,"More","Yes"
"uuid:e518c7b3-d6fe-4b86-95bc-df171d99d5ac",FALSE,FALSE,FALSE,"rival-party",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,-0.29768169066274,1.06938001237875,"Less","Yes"
"uuid:e518c7b3-d6fe-4b86-95bc-df171d99d5ac",TRUE,FALSE,FALSE,"rival-party",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,-0.29768169066274,1.06938001237875,"Less","Yes"
"uuid:e518c7b3-d6fe-4b86-95bc-df171d99d5ac",FALSE,FALSE,FALSE,"my-party",TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,-0.29768169066274,1.06938001237875,"Less","Yes"
"uuid:6f3b61f6-0861-4bb6-b48a-5fc03009fb57",FALSE,TRUE,FALSE,"my-party",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,-0.438794159030988,0.095941668464246,"More","Yes"
"uuid:6f3b61f6-0861-4bb6-b48a-5fc03009fb57",FALSE,TRUE,FALSE,"my-party",FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,-0.438794159030988,0.095941668464246,"More","Yes"
"uuid:6f3b61f6-0861-4bb6-b48a-5fc03009fb57",FALSE,FALSE,TRUE,"rival-party",TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,-0.438794159030988,0.095941668464246,"More","Yes"
"uuid:b753dcbc-2a7f-4e63-960f-fcc4c12b4ad5",TRUE,FALSE,TRUE,"rival-party",FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,-0.454593743955205,-0.512721110357925,"Less","Yes"
"uuid:b753dcbc-2a7f-4e63-960f-fcc4c12b4ad5",TRUE,FALSE,TRUE,"my-party",FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,-0.454593743955205,-0.512721110357925,"Less","Yes"
"uuid:b753dcbc-2a7f-4e63-960f-fcc4c12b4ad5",FALSE,FALSE,TRUE,"rival-party",TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,-0.454593743955205,-0.512721110357925,"Less","Yes"
